"","id","as","lsg","oldstat","func","rel","assn","drink","status","howknow","cucard","survey","change","why","time","shift","shtime","fam","knnosw","nosw","inc","usenow","nowsw","x","y","distnearest","distcw","distpw","cw50","cw100","cw150","pw50","pw100","pw150","ed","pw","cw","shifted","c50","c50to100","c100to150","p50","p50to100","p100to150","switch","as1to2","as2to3","as3to4","nearest","ed4","safeswitch","safemislabel","safenolabel","switchfunc","arsenic","newstat","as4to965"
"1792",1819,159,1,2,1,1,1,23,0,23,1,1,"no",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,258620.796875,2631772,82.6709976196289,303.963989257812,82.6709976196289,0,0,0,0,2,5,5,0,0,0,0,0,0,0,1,1,"noswitch",1,0,0,"50to100","1to5",NA,NA,NA,NA,"151to250","unsafe",0
"1793",1820,307,0,12,1,1,0,23,0,23,0,0,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,258653.21875,2631801,70.7779998779297,260.911987304688,70.7779998779297,0,0,0,0,2,5,10,0,0,0,0,0,0,0,1,1,"noswitch",0,0,1,"50to100","6to10",NA,NA,NA,NA,"251to350","unsafe",0
"1794",1821,85,0,12,1,1,0,23,0,23,1,1,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,258621.828125,2631854.5,34.5099983215332,247.822998046875,34.5099983215332,0,0,0,1,3,6,10,0,0,0,0,0,0,1,1,1,"noswitch",0,0,0,"0to50","6to10",NA,NA,NA,NA,"51to150","unsafe",0
"1795",1822,129,0,2,1,1,1,23,0,23,1,1,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,258640.4375,2631869.5,56.734001159668,223.955993652344,56.734001159668,0,0,0,0,2,8,5,0,0,0,0,0,0,0,1,2,"noswitch",1,0,0,"50to100","1to5",NA,NA,NA,NA,"51to150","unsafe",0
"1796",1823,253,0,12,1,1,0,23,1,23,1,1,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,258626.171875,2631880.5,49.6209983825684,229.819000244141,49.6209983825684,0,0,0,1,3,8,5,0,0,0,0,0,0,1,1,1,"noswitch",0,1,0,"0to50","1to5",NA,NA,NA,NA,"251to350","unsafe",0
"1797",1824,87,2,0,0,2,0,0,0,23,1,1,"dugnew",NA,12,NA,NA,NA,NA,NA,NA,"",NA,258567.171875,2631563.25,72.4739990234375,191.531997680664,72.4739990234375,0,0,0,0,1,2,0,NA,NA,1,0,0,0,0,1,1,"switch",0,0,0,"50to100","none",NA,NA,NA,NA,"51to150","unsafe",0
"1798",1825,153,1,0,1,1,1,23,0,23,1,1,"no",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,258567.3125,2631561.5,73.9049987792969,190.445999145508,73.9049987792969,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,"noswitch",1,0,0,"50to100","none",NA,NA,NA,NA,"151to250","unsafe",0
"1799",1826,184,2,0,0,2,0,0,0,23,0,0,"dugnew",NA,6,NA,NA,NA,NA,NA,NA,"",NA,258565.59375,2631560.5,75.6330032348633,191.225997924805,75.6330032348633,0,0,0,0,1,2,0,NA,NA,1,0,0,0,0,1,1,"switch",1,0,0,"50to100","none",NA,NA,NA,NA,"151to250","unsafe",0
"1800",1827,175,0,12,1,1,1,23,0,23,1,1,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,258592.265625,2631559.5,68.7809982299805,169.529998779297,68.7809982299805,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,"noswitch",1,0,0,"50to100","none",NA,NA,NA,NA,"151to250","unsafe",0
"1801",1828,111,1,0,1,1,1,23,0,23,1,1,"no",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,258591.515625,2631575.75,52.9290008544922,180.807998657227,52.9290008544922,0,0,0,0,1,2,5,0,0,0,0,0,0,0,1,1,"noswitch",1,0,0,"50to100","1to5",NA,NA,NA,NA,"51to150","unsafe",0
"1802",1829,260,2,0,0,1,0,0,0,23,1,1,"dugnew",NA,5,NA,NA,NA,NA,NA,NA,"",NA,258560.484375,2631499,134.776992797852,168.850006103516,134.776992797852,0,0,0,0,0,1,0,NA,NA,1,0,0,0,0,0,1,"switch",0,1,0,"100to150","none",NA,NA,NA,NA,"251to350","unsafe",0
"1803",1830,327,2,0,1,1,1,23,2,NA,0,0,"pw",0,2,NA,NA,NA,NA,NA,NA,"",NA,258536.8125,2631475.5,134.875,187.156997680664,134.875,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"switch",0,0,1,"100to150","none",NA,NA,NA,NA,"251to350","unsafe",0
"1804",1831,243,0,12,1,1,1,23,0,23,0,0,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,258574.390625,2631476.75,150.192993164062,150.192993164062,153.27799987793,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"noswitch",0,1,0,"150plus","1to5",NA,NA,NA,NA,"151to250","unsafe",0
"1805",1832,157,1,1,1,1,0,23,0,23,1,1,"no",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,258577.8125,2631457.25,138.024002075195,144.664993286133,138.024002075195,0,0,1,0,0,1,5,0,0,0,0,0,1,0,0,1,"noswitch",1,0,0,"100to150","1to5",NA,NA,NA,NA,"151to250","unsafe",0
"1806",1833,222,0,12,1,1,1,23,0,23,1,1,"no",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,258603.8125,2631467.25,119.65299987793,119.65299987793,148.050003051758,0,0,1,0,0,1,5,0,0,0,0,0,1,0,0,1,"noswitch",0,1,0,"100to150","1to5",NA,NA,NA,NA,"151to250","unsafe",0
"1807",1834,295,1,13,1,1,1,23,0,23,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,258613.90625,2631481.25,112.577003479004,112.577003479004,147.570999145508,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,"noswitch",0,1,0,"100to150","none",NA,NA,NA,NA,"251to350","unsafe",0
"1808",1835,159,1,13,1,2,0,23,0,23,2,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,258718.03125,2631467.75,17.4179992675781,17.4179992675781,195.061996459961,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"noswitch",1,0,0,"0to50","none",NA,NA,NA,NA,"151to250","unsafe",0
"1809",1836,254,0,12,1,1,1,23,0,23,0,0,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,258750.625,2631455.75,28.7129993438721,28.7129993438721,209.74299621582,1,1,1,0,0,0,5,0,0,0,1,0,0,0,0,0,"noswitch",0,1,0,"0to50","1to5",NA,NA,NA,NA,"251to350","unsafe",0
"1810",1837,106,0,12,1,1,1,23,0,23,1,1,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,258757.75,2631465.25,38.2239990234375,38.2239990234375,221.332992553711,1,1,1,0,0,0,5,0,0,0,1,0,0,0,0,0,"noswitch",1,0,0,"0to50","1to5",NA,NA,NA,NA,"51to150","unsafe",0
"1811",1838,79,2,0,1,1,0,0,0,23,0,0,"dugnew",NA,4,NA,NA,NA,NA,NA,NA,"",NA,258758.796875,2631466.5,39.6759986877441,39.6759986877441,222.957000732422,1,1,1,0,0,0,0,NA,NA,1,1,0,0,0,0,0,"switch",0,0,0,"0to50","none",NA,NA,NA,NA,"51to150","unsafe",0
"1812",1839,241,0,12,1,1,1,0,0,23,1,1,"pw",1,1,NA,NA,NA,NA,NA,NA,"",NA,258735.59375,2631451.25,13.2659997940063,13.2659997940063,195.449005126953,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,"switch",0,1,0,"0to50","none",NA,NA,NA,NA,"151to250","unsafe",0
"1813",1840,123,1,13,1,1,1,23,0,23,2,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,258718.5625,2631469.5,19.0909996032715,19.0909996032715,196.809997558594,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"noswitch",1,0,0,"0to50","none",NA,NA,NA,NA,"51to150","unsafe",0
"1814",1841,179,1,2,1,1,1,23,0,23,1,1,"no",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,258718.0625,2631470.25,19.7439994812012,19.7439994812012,196.914993286133,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"noswitch",1,0,0,"0to50","none",NA,NA,NA,NA,"151to250","unsafe",0
"1815",1842,256,0,12,1,1,1,23,0,23,1,1,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,258666.765625,2631879.25,77.4390029907227,196.981002807617,77.4390029907227,0,0,0,0,2,6,4,0,0,0,0,0,0,0,1,1,"noswitch",0,1,0,"50to100","1to5",NA,NA,NA,NA,"251to350","unsafe",0
"1816",1843,50,0,13,1,1,1,23,1,23,0,0,"no",NA,NA,NA,NA,1,NA,NA,2,"",NA,258561.953125,2631871.75,33.189998626709,290.580993652344,33.189998626709,0,0,0,2,4,11,5,0,0,0,0,0,0,1,1,2,"noswitch",0,0,0,"0to50","1to5",0,1,1,NA,"0to50","safe",0
"1817",1845,128,2,0,0,1,1,0,0,23,1,1,"dugnew",NA,6,NA,NA,NA,NA,NA,NA,"",NA,258760.125,2631444.25,38.3819999694824,38.3819999694824,209.981002807617,1,1,1,0,0,0,0,NA,NA,1,1,0,0,0,0,0,"switch",1,0,0,"0to50","none",NA,NA,NA,NA,"51to150","unsafe",0
"1818",1846,260,0,12,1,1,1,0,0,23,1,1,"pw",1,6,NA,NA,NA,NA,NA,NA,"",NA,258975.6875,2631375.75,132.369995117188,264.25,132.369995117188,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,"switch",0,1,0,"100to150","none",NA,NA,NA,NA,"251to350","unsafe",0
"1819",1847,301,0,12,1,1,1,23,0,23,1,1,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,259037.890625,2631355.5,67.0739974975586,315.763000488281,67.0739974975586,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,1,"noswitch",0,0,1,"50to100","none",NA,NA,NA,NA,"251to350","unsafe",0
"1820",1848,288,0,12,1,1,1,23,0,23,1,1,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,259065.28125,2631347.5,38.8520011901855,328.364990234375,38.8520011901855,0,0,0,1,2,3,5,0,0,0,0,0,0,1,1,1,"noswitch",0,1,0,"0to50","1to5",NA,NA,NA,NA,"251to350","unsafe",0
"1821",1849,304,2,0,0,2,0,0,0,23,0,0,"dugnew",NA,6,NA,NA,NA,NA,NA,NA,"",NA,259065.984375,2631348.5,38.6790008544922,329.501007080078,38.6790008544922,0,0,0,1,2,3,0,NA,NA,1,0,0,0,1,1,1,"switch",0,0,1,"0to50","none",NA,NA,NA,NA,"251to350","unsafe",0
"1822",1850,270,1,12,1,1,0,23,0,23,1,1,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,259103.328125,2631345.75,16.7810001373291,355.046997070312,16.7810001373291,0,0,0,2,2,3,5,0,0,0,0,0,0,1,0,1,"noswitch",0,1,0,"0to50","1to5",NA,NA,NA,NA,"251to350","unsafe",0
"1823",1852,366,1,12,1,2,1,23,0,23,0,0,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,259117.203125,2631352.25,28.7630004882812,369.776000976562,28.7630004882812,0,0,0,2,2,3,0,0,0,0,0,0,0,1,0,1,"noswitch",0,0,1,"0to50","none",NA,NA,NA,NA,"351to450","unsafe",0
"1824",1853,93,1,12,1,1,1,23,0,23,0,0,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,259116.9375,2631377,14.2430000305176,385.959991455078,14.2430000305176,0,0,0,1,2,3,6,0,0,0,0,0,0,1,1,1,"noswitch",0,0,0,"0to50","6to10",NA,NA,NA,NA,"51to150","unsafe",0
"1825",1854,36,1,3,1,1,1,23,0,23,1,1,"no",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,259127.234375,2631382.75,12.3839998245239,397.545013427734,12.3839998245239,0,0,0,1,2,3,6,0,0,0,0,0,0,1,1,1,"noswitch",0,0,0,"0to50","6to10",0,1,1,NA,"0to50","safe",0
"1826",1855,117,1,12,1,1,1,23,0,23,0,0,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,259143.328125,2631370,32.9560012817383,401.277008056641,32.9560012817383,0,0,0,1,2,3,5,0,0,0,0,0,0,1,1,1,"noswitch",1,0,0,"0to50","1to5",NA,NA,NA,NA,"51to150","unsafe",0
"1827",1856,446,0,12,1,1,1,23,0,23,0,0,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,259131.34375,2631354.5,38.9539985656738,382.190002441406,38.9539985656738,0,0,0,2,2,3,5,0,0,0,0,0,0,1,0,1,"noswitch",0,0,0,"0to50","1to5",NA,NA,NA,NA,"351to450","unsafe",1
"1828",1857,211,0,1,1,1,1,23,0,23,1,1,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,259153.015625,2631288.25,67.3840026855469,363.299987792969,67.3840026855469,0,0,0,0,1,2,5,0,0,0,0,0,0,0,1,1,"noswitch",0,1,0,"50to100","1to5",NA,NA,NA,NA,"151to250","unsafe",0
"1829",1858,317,0,12,1,1,1,23,0,23,1,1,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,259178.25,2631303.25,82.802001953125,391.305999755859,82.802001953125,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,"noswitch",0,0,1,"50to100","none",NA,NA,NA,NA,"251to350","unsafe",0
"1830",1859,365,1,2,1,1,1,23,0,23,1,1,"no",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,259192.515625,2631282,104.232002258301,369.807006835938,104.232002258301,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,1,"noswitch",0,0,1,"100to150","1to5",NA,NA,NA,NA,"351to450","unsafe",0
"1831",1860,180,1,2,1,1,1,23,0,23,1,1,"no",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,259122.8125,2631280.5,54.1529998779297,333.121002197266,54.1529998779297,0,0,0,0,1,3,5,0,0,0,0,0,0,0,1,1,"noswitch",1,0,0,"50to100","1to5",NA,NA,NA,NA,"151to250","unsafe",0
"1832",1861,672,2,0,0,2,0,0,0,23,2,1,"dugnew",NA,1,NA,NA,NA,NA,NA,NA,"",NA,259111.390625,2631289,42.1220016479492,327.721008300781,42.1220016479492,0,0,0,1,1,3,5,NA,NA,1,0,0,0,1,0,1,"switch",0,0,0,"0to50","1to5",NA,NA,NA,NA,"over651","unsafe",1
"1833",1862,560,1,2,1,1,1,23,0,23,1,1,"no",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,259059.265625,2631364,53.2130012512207,336.243988037109,53.2130012512207,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,1,"noswitch",0,0,0,"50to100","none",NA,NA,NA,NA,"551to650","unsafe",1
"1834",1863,43,0,13,1,1,1,23,1,23,1,1,"no",NA,NA,NA,NA,4,NA,NA,2,"",NA,258462.328125,2631401,33.9360008239746,264.734985351562,33.9360008239746,0,0,0,1,1,2,5,0,0,0,0,0,0,1,0,1,"noswitch",0,0,0,"0to50","1to5",0,1,1,NA,"0to50","safe",0
"1835",1864,5,1,3,1,1,1,23,1,23,1,1,"no",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,258532.078125,2631252.25,10.1619997024536,275.089996337891,10.1619997024536,0,0,0,3,4,4,5,0,0,0,0,0,0,1,1,0,"noswitch",0,0,0,"0to50","1to5",0,1,1,NA,"0to50","safe",0
"1836",1865,42,0,13,1,1,1,23,1,23,1,1,"no",NA,NA,NA,NA,5,NA,NA,3,"",NA,258534.9375,2631271.25,9.13399982452393,259.640014648438,9.13399982452393,0,0,0,3,4,4,5,0,0,0,0,0,0,1,1,0,"noswitch",0,0,0,"0to50","1to5",0,1,1,NA,"0to50","safe",0
"1837",1866,418,0,12,1,1,1,23,0,23,1,1,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,258526.8125,2631303.75,31.6650009155273,244.658996582031,31.6650009155273,0,0,0,2,4,5,5,0,0,0,0,0,0,1,1,1,"noswitch",0,0,0,"0to50","1to5",NA,NA,NA,NA,"351to450","unsafe",1
"1838",1867,478,1,2,1,1,0,0,0,23,1,1,"pw",1,12,NA,NA,NA,NA,NA,NA,"",NA,258555.609375,2631349.25,45.9440002441406,195.319000244141,45.9440002441406,0,0,0,1,3,5,5,1,0,0,0,0,0,1,1,1,"switch",0,0,0,"0to50","1to5",NA,NA,NA,NA,"451to550","unsafe",1
"1839",1868,407,0,12,1,1,0,0,0,23,1,1,"pw",1,12,NA,NA,NA,NA,NA,NA,"",NA,258567.328125,2631348.75,37.3860015869141,185.623992919922,37.3860015869141,0,0,0,1,3,5,5,1,0,0,0,0,0,1,1,1,"switch",0,0,0,"0to50","1to5",NA,NA,NA,NA,"351to450","unsafe",1
"1840",1870,474,2,2,1,1,0,23,1,23,1,1,"pw",1,24,NA,NA,NA,NA,NA,NA,"",NA,258579.578125,2631329,14.6269998550415,187.725997924805,14.6269998550415,0,0,0,1,4,4,5,1,0,0,0,0,0,1,1,0,"switch",0,0,0,"0to50","1to5",NA,NA,NA,NA,"451to550","unsafe",1
"1841",1871,481,0,12,1,1,0,0,0,23,1,1,"pw",1,12,NA,NA,NA,NA,NA,NA,"",NA,258585.3125,2631346.75,27.6009998321533,172.074005126953,27.6009998321533,0,0,0,1,2,4,10,1,0,0,0,0,0,1,1,1,"switch",0,0,0,"0to50","6to10",NA,NA,NA,NA,"451to550","unsafe",1
"1842",1872,605,0,12,0,1,0,0,0,23,1,1,"pw",1,24,NA,NA,NA,NA,NA,NA,"",NA,258591,2631310.75,9.08699989318848,192.102996826172,9.08699989318848,0,0,0,1,4,4,5,1,0,0,0,0,0,1,1,0,"switch",0,0,0,"0to50","1to5",NA,NA,NA,NA,"551to650","unsafe",1
"1843",1873,465,2,2,1,2,1,23,2,NA,1,1,"pw",1,12,NA,NA,NA,NA,NA,NA,"",NA,258621.71875,2631338.25,35.8839988708496,151.035995483398,35.8839988708496,0,0,0,1,1,4,10,1,0,0,0,0,0,1,0,1,"switch",0,0,0,"0to50","6to10",NA,NA,NA,NA,"451to550","unsafe",1
"1844",1874,153,0,12,1,2,0,0,0,23,2,1,"cworpw",NA,NA,NA,NA,NA,4,NA,NA,"",NA,258626.96875,2631357.5,52.1920013427734,133.442993164062,52.1920013427734,0,0,1,0,1,4,5,NA,NA,0,0,0,1,0,1,1,"switch",1,0,0,"50to100","1to5",NA,NA,NA,NA,"151to250","unsafe",0
"1845",1875,270,2,0,1,1,0,23,2,NA,0,0,"pw",1,12,NA,NA,NA,NA,1,NA,"",NA,258609.9375,2631294.5,31.621000289917,192.595001220703,31.621000289917,0,0,0,1,3,4,5,1,0,0,0,0,0,1,1,1,"switch",0,1,0,"0to50","1to5",NA,NA,NA,NA,"251to350","unsafe",0
"1846",1876,389,1,2,1,1,1,0,0,23,1,1,"pw",1,24,NA,NA,NA,NA,NA,NA,"",NA,258630.828125,2631242.75,82.3820037841797,227.483993530273,82.3820037841797,0,0,0,0,2,4,0,1,0,0,0,0,0,0,1,1,"switch",0,0,1,"50to100","none",NA,NA,NA,NA,"351to450","unsafe",0
"1847",1877,344,1,2,1,1,0,23,0,23,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,258681.125,2631283,97.4029998779297,172.904998779297,97.4029998779297,0,0,0,0,1,2,5,0,0,0,0,0,0,0,1,1,"noswitch",0,0,1,"50to100","1to5",NA,NA,NA,NA,"251to350","unsafe",0
"1848",1878,274,1,2,1,1,1,23,0,23,1,1,"no",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,258705.59375,2631272.5,124.050003051758,179.27099609375,124.050003051758,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"noswitch",0,1,0,"100to150","none",NA,NA,NA,NA,"251to350","unsafe",0
"1849",1879,321,0,12,1,1,1,23,0,23,1,1,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,258717.03125,2631306.5,126.800003051758,144.610000610352,126.800003051758,0,0,1,0,0,1,5,0,0,0,0,0,1,0,0,1,"noswitch",0,0,1,"100to150","1to5",NA,NA,NA,NA,"251to350","unsafe",0
"1850",1880,317,2,2,1,1,1,23,0,23,1,1,"pw",1,12,NA,NA,NA,NA,1,NA,"",NA,258707.25,2631300.5,117.899002075195,151.199005126953,117.899002075195,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,1,"switch",0,0,1,"100to150","1to5",NA,NA,NA,NA,"251to350","unsafe",0
"1851",1881,129,0,12,1,1,1,23,0,23,1,0,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,258726.59375,2631155.5,115.013000488281,115.013000488281,194.99299621582,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,"noswitch",1,0,0,"100to150","1to5",NA,NA,NA,NA,"51to150","unsafe",0
"1852",1882,581,1,2,1,1,1,23,0,23,1,1,"no",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,258826.265625,2631119.75,9.37199974060059,9.37199974060059,200.692001342773,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"noswitch",0,0,0,"0to50","none",NA,NA,NA,NA,"551to650","unsafe",1
"1853",1883,677,0,12,0,1,1,0,0,23,1,1,"pw",1,12,NA,NA,NA,NA,NA,NA,"",NA,258840.109375,2631114,6.12099981307983,6.12099981307983,188.328994750977,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,"switch",0,0,0,"0to50","none",NA,NA,NA,NA,"over651","unsafe",1
"1854",1884,483,2,2,1,1,1,0,0,23,0,0,"pw",1,12,NA,NA,NA,NA,NA,NA,"",NA,258834.328125,2631165,50.5970001220703,50.5970001220703,230.408004760742,0,1,1,0,0,0,5,1,0,0,0,1,0,0,0,0,"switch",0,0,0,"50to100","1to5",NA,NA,NA,NA,"451to550","unsafe",1
"1855",1886,448,0,12,1,1,1,0,0,23,1,1,"pw",1,12,NA,NA,NA,NA,NA,NA,"",NA,258817.265625,2631110,17.3320007324219,17.3320007324219,198.268997192383,1,1,1,0,0,0,5,1,0,0,1,0,0,0,0,0,"switch",0,0,0,"0to50","1to5",NA,NA,NA,NA,"351to450","unsafe",1
"1856",1887,420,0,12,1,1,1,0,0,23,1,1,"pw",1,12,NA,NA,NA,NA,NA,NA,"",NA,258802.4375,2631107,32.4249992370605,32.4249992370605,205.770004272461,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,"switch",0,0,0,"0to50","none",NA,NA,NA,NA,"351to450","unsafe",1
"1857",1888,268,2,0,0,1,1,0,0,23,0,0,"dugnew",NA,7,NA,NA,NA,NA,NA,NA,"",NA,258811,2631059.75,59.2949981689453,59.2949981689453,167.205001831055,0,1,1,0,0,0,0,NA,NA,1,0,1,0,0,0,0,"switch",0,1,0,"50to100","none",NA,NA,NA,NA,"251to350","unsafe",0
"1858",1889,193,1,2,1,1,1,0,0,23,1,1,"pw",1,12,NA,NA,NA,NA,NA,NA,"",NA,258794.109375,2631066.75,62.1949996948242,62.1949996948242,184.796997070312,0,1,1,0,0,0,5,1,0,0,0,1,0,0,0,0,"switch",1,0,0,"50to100","1to5",NA,NA,NA,NA,"151to250","unsafe",0
"1859",1890,83,0,12,1,1,1,0,0,23,1,1,"pw",1,12,NA,NA,NA,NA,NA,NA,"",NA,258791.71875,2631014.75,108.349998474121,108.349998474121,161.276992797852,0,0,1,0,0,0,5,1,0,0,0,0,1,0,0,0,"switch",0,0,0,"100to150","1to5",NA,NA,NA,NA,"51to150","unsafe",0
"1860",1891,386,2,0,1,1,1,0,2,NA,0,0,"pw",1,6,NA,NA,NA,NA,NA,NA,"",NA,258853.5,2631050.25,67.1169967651367,67.1169967651367,129.395004272461,0,1,1,0,0,2,0,1,0,0,0,1,0,0,0,1,"switch",0,0,1,"50to100","none",NA,NA,NA,NA,"351to450","unsafe",0
"1861",1892,439,2,0,1,1,1,0,0,23,2,1,"pw",1,24,NA,NA,NA,NA,NA,NA,"",NA,258874.25,2631061.5,66.4980010986328,66.4980010986328,125.584999084473,0,1,1,0,0,2,5,1,0,0,0,1,0,0,0,1,"switch",0,0,0,"50to100","1to5",NA,NA,NA,NA,"351to450","unsafe",1
"1862",1893,357,0,12,1,1,1,0,0,23,1,1,"pw",1,18,NA,NA,NA,NA,NA,NA,"",NA,258871.109375,2631076.75,52.7919998168945,52.7919998168945,140.354995727539,0,1,1,0,0,2,5,1,0,0,0,1,0,0,0,1,"switch",0,0,1,"50to100","1to5",NA,NA,NA,NA,"351to450","unsafe",0
"1863",1894,332,0,12,1,1,1,23,0,23,2,1,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,259029.203125,2631099.25,72.0979995727539,195.783996582031,72.0979995727539,0,0,0,0,3,17,5,0,0,0,0,0,0,0,1,3,"noswitch",0,0,1,"50to100","1to5",NA,NA,NA,NA,"251to350","unsafe",0
"1864",1895,307,2,0,1,1,1,23,2,NA,2,1,"pw",1,3,NA,NA,NA,NA,1,NA,"",NA,259007.71875,2631084.5,92.9889984130859,176.259002685547,92.9889984130859,0,0,0,0,4,18,5,1,0,0,0,0,0,0,1,3,"switch",0,0,1,"50to100","1to5",NA,NA,NA,NA,"251to350","unsafe",0
"1865",1896,407,0,12,1,1,1,0,0,23,1,1,"pw",1,24,NA,NA,NA,NA,NA,NA,"",NA,258984.96875,2631066,72.3779983520508,158.565994262695,72.3779983520508,0,0,0,0,7,17,5,1,0,0,0,0,0,0,2,2,"switch",0,0,0,"50to100","1to5",NA,NA,NA,NA,"351to450","unsafe",1
"1866",1897,363,2,0,1,1,1,0,0,NA,1,1,"pw",1,12,NA,NA,NA,NA,NA,1,"",NA,258977.109375,2631104.75,111.593002319336,143.447006225586,111.593002319336,0,0,1,0,0,12,10,1,0,0,0,0,1,0,0,3,"switch",0,0,1,"100to150","6to10",NA,NA,NA,NA,"351to450","unsafe",0
"1867",1898,339,1,2,1,1,1,0,0,23,1,1,"pw",1,24,NA,NA,NA,NA,NA,NA,"",NA,258966.75,2631104.5,112.91300201416,133.115997314453,112.91300201416,0,0,1,0,0,10,5,1,0,0,0,0,1,0,0,2,"switch",0,0,1,"100to150","1to5",NA,NA,NA,NA,"251to350","unsafe",0
"1868",1899,261,2,0,1,1,0,23,2,NA,0,0,"pw",1,12,NA,NA,NA,NA,1,NA,"",NA,258959.25,2631073.25,84.7040023803711,131.867004394531,84.7040023803711,0,0,1,0,2,13,5,1,0,0,0,0,1,0,1,3,"switch",0,1,0,"50to100","1to5",NA,NA,NA,NA,"251to350","unsafe",0
"1869",1900,129,2,0,1,1,1,23,2,NA,1,1,"pw",1,12,NA,NA,NA,NA,1,NA,"",NA,258940.203125,2631041.25,67.7880020141602,128.899002075195,67.7880020141602,0,0,1,0,5,11,5,1,0,0,0,0,1,0,1,2,"switch",1,0,0,"50to100","1to5",NA,NA,NA,NA,"51to150","unsafe",0
"1870",1901,197,0,12,1,1,1,0,0,23,1,1,"pw",1,18,NA,NA,NA,NA,NA,NA,"",NA,258908.359375,2631048.25,96.7969970703125,99.5869979858398,96.7969970703125,0,1,1,0,2,7,5,1,0,0,0,1,0,0,1,1,"switch",1,0,0,"50to100","1to5",NA,NA,NA,NA,"151to250","unsafe",0
"1871",1902,18,0,13,1,1,1,23,1,23,1,1,"no",NA,NA,NA,NA,6,NA,NA,3,"",NA,258929.984375,2631081,101.61499786377,101.61499786377,105.111000061035,0,0,1,0,0,7,12,0,0,0,0,0,1,0,0,2,"noswitch",0,0,0,"100to150","over10",0,1,1,NA,"0to50","safe",0
"1872",1903,331,0,12,1,1,1,0,0,23,1,1,"pw",1,24,NA,NA,NA,NA,NA,NA,"",NA,258911.953125,2631090.5,81.5149993896484,81.5149993896484,123.429000854492,0,1,1,0,0,4,12,1,0,0,0,1,0,0,0,1,"switch",0,0,1,"50to100","over10",NA,NA,NA,NA,"251to350","unsafe",0
